,category,subgroup,name,importance,shap_mean_0,shap_mean_1,shap_mean_2
137,technical,momentum,stoch_14_mean3_div100,0.00345290987752378,0.009475376456975937,0.03708666190505028,-0.024330006912350655
138,technical,momentum,rsi_14,0.0054338471964001656,-0.01633014902472496,-0.003996961750090122,0.0031244931742548943
139,technical,momentum,rsi_14_div100,0.013911789283156395,-0.009509595111012459,0.006710675545036793,-0.004540774039924145
140,technical,momentum,mfi_14,0.002136841882020235,-0.05148899182677269,-0.6804032325744629,0.026998460292816162
141,technical,momentum,mfi_14_div100,0.0009126877412199974,-0.055662963539361954,-0.024042991921305656,0.010798774659633636
142,technical,momentum,cmo_14,0.001980628352612257,0.010896212421357632,-0.028467565774917603,0.015471802093088627
143,technical,momentum,cmo_14_div100,0.00250731292180717,-9.939110896084458e-05,0.0005086736055091023,-0.0037057267036288977
144,technical,momentum,cmo_14_signal,0.0020075757056474686,-0.00013708970800507814,0.026262570172548294,0.005000001285225153
145,technical,momentum,cmo_14_diff_signal,0.0023415328469127417,-0.024594983085989952,0.046720653772354126,-0.016508718952536583
146,technical,momentum,tsi,0.0007234021322801709,-0.008733953349292278,-0.015239839442074299,0.013947582803666592
147,technical,trend,rsma_5_20,0.000880042091012001,0.0018267693230882287,-0.01745043508708477,0.0015905516920611262
148,technical,trend,rsma_8_15,0.0016854628920555115,0.023651588708162308,-0.000151699292473495,0.012051151134073734
149,technical,trend,rsma_20_50,0.0023022841196507215,0.0023235282860696316,-0.017138199880719185,0.02454511448740959
150,technical,trend,rema_5_20,0.014498134143650532,-0.005953962914645672,0.008728649467229843,-0.014967255294322968
151,technical,trend,rema_8_15,0.007012325804680586,-0.010011616162955761,-0.0049913739785552025,-0.02876463532447815
152,technical,trend,rema_20_50,0.005394304636865854,-0.00044470460852608085,0.03397276625037193,-0.026244716718792915
153,technical,trend,rsma_8_15_pct,0.0,0.0,0.0,0.0
154,technical,trend,rema_8_15_pct,0.002789864083752036,0.01972796395421028,0.004543791990727186,-0.03339019790291786
155,technical,trend,macd_12_26,0.004442435689270496,0.011732003651559353,-0.06402556598186493,0.007391152437776327
156,technical,trend,macd_12_26_signal,0.0017485982971265912,-0.014114722609519958,-0.031617917120456696,0.010674112476408482
157,technical,trend,macd_12_26_diff_signal,0.002673882292583585,0.07217549532651901,-0.22826442122459412,-0.1773654669523239
158,technical,trend,macd_12_26_pct,0.002166572492569685,-0.003596550552174449,-0.017949173226952553,0.06279928237199783
159,technical,trend,ppo_12_26,0.0027630585245788097,-0.00510440906509757,-0.02436460554599762,0.013221368193626404
